Title,URL,Description,Author,Date,News Outlet,Search Terms
Hamburg für Zentralstelle,https://background.tagesspiegel.de/smart-city-und-stadtentwicklung/briefing/hamburg-fuer-zentralstelle,"Angesichts der gestiegenen Bedrohung durch Cyberattacken unterstützt Hamburgs Innensenator Andy Grote eine Übertragung von Länderkompetenzen an das Bundesamt für Sicherheit in der Informationstechnologie (BSI). Ich halte es für richtig, dass das BSI eine Zentralstellenfunktion bekommt, sagte der SPD-Politiker...",,2023-03-21 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Krings: Darknet und Demokratie schließen sich aus,https://background.tagesspiegel.de/krings-darknet-und-demokratie-schliessen-sich-aus,Auf dem Europäischen Polizeikongress in Berlin hat Innen-Staatssekretär Günter Krings dem Darknet jeglichen Nutzen in einer Demokratie abgesprochen. Datenschützer kontern: Digitale Selbstverteidigung sei das Recht eines jeden Bürgers.,Sebastian Christ,2019-02-20 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Heute stünden vor allen Dingen BSI und BKA in der Verantwortung,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/heute-stuenden-vor-allen-dingen-bsi-und-bka-in-der-verantwortung,"Welche Behörde Deutschland im Cyberernstfall verteidigen soll, wird aktuell noch in der Bundesregierung debattiert. Im Interview spricht Staatssekretär und Bundes-CIO Markus Richter darüber, wer aktuell handeln müsste. Außerdem äußert er sich zur Causa Schönbohm und dessen Nachfolgerin Claudia Plattner.",Selina Bettendorf,2023-02-27 00:00:00,Tagesspiegel,"Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Digitalisierung sollte sich als roter Faden durchziehen,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/digitalisierung-sollte-sich-als-roter-faden-durchziehen,"Mit der Nationalen Sicherheitsstrategie will der Bund seine Sicherheitspolitik strategisch neu aufstellen. Heute veröffentlicht ein bundeseigener Think Tank ein Papier, das mögliche Leitlinien vorgibt.",Johannes Steger,2022-12-15 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Welche Bundesländer haben eine Cybersicherheitsstrategie?,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/welche-bundeslaender-haben-eine-cybersicherheitsstrategie,"Im Sommer 2021 haben sich alle 16 Bundesländer darauf verständigt, was in ihren Cybersicherheitsstrategien stehen sollte. Sie wollten damit ein harmonisiertes Cybersicherheitsniveau schaffen. Einige Länder folgen den Empfehlungen, ganz ohne föderale Vielfalt wird es aber auch in Zukunft nicht gehen. Ein Überblick.",Benjamin Stiebel,2022-08-01 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Die EU auf dem Weg zu einer Cyberverteidigung?,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/die-eu-auf-dem-weg-zu-einer-cyberverteidigung,"Die Europäische Union hat in den vergangenen Monaten wichtige Initiativen im Bereich der Cyberverteidigung ins Leben gerufen. Der Ukrainekrieg hat diese wesentlichen Integrationsimpulse für die Cybersicherheit Europas maßgeblich beschleunigt. Dennoch werden neue Fragen aufgeworfen, analysiert Annegret Bendiek.",Annegret Bendiek,2022-11-24 00:00:00,Tagesspiegel,"Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Energiesektor will Bundesnetzagentur als Wächterin,https://background.tagesspiegel.de/energie-und-klima/briefing/energiesektor-will-bundesnetzagentur-als-waechterin,"Trotz einiger Verbesserungen lassen die Verbände kein gutes Haar am neuen Entwurf zum Kritis-Dachgesetz. Unklar sei unter anderem, welche Behörde zuständig wäre für den Schutz des Energiebereichs. Die Unternehmen bevorzugen die Bundesnetzagentur in dieser Rolle.",Sandra Kirchner,2024-02-01 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Das soll die BSI-Zentralstelle leisten,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/das-soll-die-bsi-zentralstelle-leisten,"Über den Ausbau des BSI zur Zentralstelle wird seit über einem Jahr gestritten. Ein Konzeptpapier gibt Einblick, welche konkreten Aufgaben sich der Bund für die Cyberbehörde vorstellt. Die Ideen finden Anklang bei einigen Landesvertretern. Klar ist aber auch: Die Umsetzung wird teuer für den Bund und auch die Länder hätten noch Hausaufgaben zu erledigen.",Benjamin Stiebel,2024-02-01 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Cybersicherheit als roter Faden?,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/cybersicherheit-als-roter-faden,"Mit der Nationalen Sicherheitsstrategie will der Bund im kommenden Jahr die Sicherheitspolitik strategisch neu aufstellen. Heute veröffentlicht ein bundeseigener Think Tank ein Papier, das mögliche Leitlinien vorgibt. Bei der Cybersicherheitsarchitektur lässt man sich von Südkorea und Singapur inspirieren.",Johannes Steger,2022-12-15 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Österreich: Bundesheer hilft bei Abwehr von Cyberangriff auf Außenministerium,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/oesterreich-bundesheer-hilft-bei-abwehr-von-cyberangriff-auf-aussenministerium,"Seit elf Tagen kämpft das österreichische Außenministerium mit einem massiven Cyberangriff. Nun wurde bekannt, dass auch das Bundesheer bei der Abwehr hilft. Experten fordern eine völkerrechtliche Einordnung des Angriffs.",Sebastian Christ,2020-01-15 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Deutschlands Versorgung in Gefahr?,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/deutschlands-versorgung-in-gefahr,"Seit Russland die Ukraine angegriffen hat, warnen Behörden, Verbände und IT-Expert:innen vor einer verschärften Bedrohungslage im Cyberraum. Dabei geistert auch das Szenario eines Angriffes auf Kritische Infrastrukturen durch die Debatten. Wie groß ist die Gefahr und wie gut sind Deutschlands Versorger aufgestellt?",Benjamin Stiebel,2022-06-08 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Zeitenwende  Chancen der Sicherheitskooperation mit Israel,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/zeitenwende-chancen-der-sicherheitskooperation-mit-israel,"Von Desinformation über Bedrohungen im Cyberraum bis hin zu kinetischen Angriffen  Israel ist seit jeher zahlreichen Gefahren ausgesetzt. Vor dem Hintergrund der neuen Bedrohungslage in Europa, können wertvolle Impulse von dort kommen, kommentiert Carsten Ovens.","Carsten Ovens, Elnet in Deutschland",2023-07-11 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Wie Russland das ukrainische Stromnetz infiltriert,https://background.tagesspiegel.de/energie-und-klima/briefing/wie-russland-das-ukrainische-stromnetz-infiltriert,"Russland trifft das Energiesystem der Ukraine nicht nur mit Drohnen und Raketen. Schon im vorigen Winter drang die Hackergruppe Sandworm mit einer neuen Methode in die Steuerungskontrolle eines Umspannwerks ein. US-Sicherheitsexperten rekonstruieren, wie es gelaufen ist, während die Ukraine ihre Abwehr ausbaut.",Jens Ohlig,2023-11-29 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Neuorientierung in der Cybersicherheitspolitik,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/neuorientierung-in-der-cybersicherheitspolitik,Der Krieg in der Ukraine beherrscht auch die Diskussionen über Cybersicherheit. Deutschland muss seinen Umgang mit dem neuen Status quo noch finden  auch was Fragen der Cyberdiplomatie und -resilienz betrifft. Impulse gibt die Potsdamer Konferenz für Nationale Cybersicherheit des Hasso-Plattner-Instituts (HPI).,Benjamin Stiebel,2022-06-23 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
SPD diskutiert über Sicherheitslage,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/spd-diskutiert-ueber-sicherheitslage,Am Montag diskutierten Katastrophenschützer:innen bei der Blaulicht-Konferenz der SPD-Bundestagsfraktion über die Sicherheitslage in Deutschland. Dabei wurde Cybersecurity als Beispiel für behördenübergreifende Zusammenarbeit genannt.,Selina Bettendorf,2022-09-27 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Brad Smith: Wir müssen zusammenarbeiten,https://background.tagesspiegel.de/digitalisierung-und-ki/briefing/brad-smith-wir-muessen-zusammenarbeiten,Auf der Münchner Sicherheitskonferenz wird auch der Präsident von Microsoft zu Gast sein. Zuvor hat er in Berlin sein neues Buch vorgestellt. Darin schreibt er Europa eine prägende Kraft für die Zukunft der weltweiten Tech-Industrie zu  und wirbt um Zusammenarbeit.,Miriam Schröder,2020-02-14 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Cyberangriffe: Gezielte Attacken und Grundrauschen,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/cyberangriffe-gezielte-attacken-und-grundrauschen,"Warnungen und Befürchtungen davor, dass Deutschland aufgrund der Weltlage in einen Cyberkrieg gezogen werden kann, finden sich nicht nur in den Medien. Auch Behörden und Politik warnen vor Aktivitäten staatlicher russischer Akteure gegen Ziele in Wirtschaft und Verwaltung. Eine Einordnung der Bedrohung.",Jens Ohlig,2021-03-12 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Kultur der Kooperation statt bürokratische Silos,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/kultur-der-kooperation-statt-buerokratische-silos,"In Berlin eröffnete gestern Außenministerin Annalena Baerbock (Grüne) die erste Nato Cyber Defense Konferenz  und fordert etwa mehr Informationsaustausch, auch um Attribuierung schneller und damit als wirksames Mittel der Abschreckung zu verwenden.",Johannes Steger,2023-11-10 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Die neue Vielschichtigkeit,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/die-neue-vielschichtigkeit,"Auf dem Gipfel von Madrid einigte sich die Nato auf ein neues strategisches Konzept, das die Widrigkeiten der globalen Zeitenwende adressieren soll. Im nun vorliegenden Jahresbericht stellt die Nato die getroffenen Maßnahmen vor  Cyberabwehr und -resilienz ist dabei ein wichtiger Eckpunkt. Ein Blick ins Dokument.",Johannes Steger,2023-03-22 00:00:00,Tagesspiegel,"Gefahrenabwehr Cyberraum, Aktive Cyberabwehr"
Aufbau der Cyberagentur des Bundes verzögert sich weiter,https://www.welt.de/regionales/sachsen-anhalt/article205057104/Aufbau-der-Cyberagentur-des-Bundes-verzoegert-sich-weiter.html,"Eigentlich sollte es schon lange losgegangen sein: Im Raum Leipzig/Halle soll eine neue Bundeseinrichtung zu Sicherheitsfragen bei Bundeswehr und Polizei forschen. Doch es tauchen immer neue Hindernisse auf. Kritiker sagen, manche seien hausgemacht.",Unknown,2020-01-16 05:58:58,Welt,Aktive Cyberabwehr
Das meiste bleibt im Dunkeln,https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/das-meiste-bleibt-im-dunkeln,"Das BKA hat seinen Cybercrime-Lagebericht für 2022 vorgelegt. Prinzipbedingt haben die vorgestellten Fallzahlen nur wenig Aussagekraft. Spannender sind Erkenntnisse zur cyberkriminellen Szene. Die arbeitet zunehmend professioneller. Um Schritt halten zu können, wünschen sich die Ermittler:innen mehr Ressourcen und mehr Kooperation seitens der Wirtschaft.",Benjamin Stiebel,2023-08-17 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
"Wer ein Online-Angebot zur Verfügung stellt, ist auch dafür verantwortlich",https://background.tagesspiegel.de/it-und-cybersicherheit/briefing/wer-ein-online-angebot-zur-verfuegung-stellt-ist-auch-dafuer-verantwortlich,"Der Staat bietet Dienste zunehmend auch digital an. Damit das effizienter wird, sollen Länder und Kommunen möglichst viele technische Lösungen miteinander teilen. Wie das im Detail funktionieren soll, ist seit Jahren ungeklärt. Zur Verantwortung für Sicherheit und Datenschutz fordert Sachsens CIO Thomas Popp im Interview transparente Regeln.",Benjamin Stiebel,2022-09-22 00:00:00,Tagesspiegel,Gefahrenabwehr Cyberraum
Putins Hacker,https://www.sueddeutsche.de/politik/russland-spd-cyberattacke-hacker-fancy-bear-apt-28-annalena-baerbock-1.6877406,"Was bisher nur vermutet wurde, ist für die Sicherheitsbehörden nun klar: Russland war für eine Cyberattacke auf die Kanzlerpartei verantwortlich. EU und Nato sehen dies als Teil einer Welle von Angriffen, die sich auch gegen wichtige Unternehmen richtet.",Von Markus Balser und Paul-Anton Krüger,2024-05-03 15:03:50,SZ,Aktive Cyberabwehr
Scholz weist Macrons Bodentruppen-Vorstoß zurück,https://www.sueddeutsche.de/politik/ukraine-hilfe-scholz-weist-macrons-bodentruppen-vorstoss-zurueck-dpa.urn-newsml-dpa-com-20090101-240227-99-135752,Bislang ist das Entsenden von Truppen in die Ukraine für den Westen eine rote Linie. Der französische Präsident stellt sie nun infrage - und trifft damit auf breiten Widerspruch.,Direkt aus dem dpa-Newskanal,2024-02-27 19:59:15,SZ,Aktive Cyberabwehr
"""Die Bedrohungslage ist so groß wie nie""",https://www.sueddeutsche.de/wirtschaft/russland-cyberangriffe-bsi-claudia-plattner-1.6000089,"Claudia Plattner, die neue Chefin des Bundesamts für Sicherheit in der Informationstechnik, über Spionage und Sabotage im Netz, die Frage, ob Deutschland bei Hackerangriffen zurückschlagen sollte, und die Länder, die man neben Russland genau im Auge behalten sollte.",Interview von Markus Balser und Christoph Koopmann,2023-07-05 14:43:35,SZ,Aktive Cyberabwehr
Kampf gegen russische Fake-News und Demokratiefeinde,https://www.sueddeutsche.de/politik/verfassungsschutzbericht-kampf-gegen-russische-fake-news-und-demokratiefeinde-dpa.urn-newsml-dpa-com-20090101-230531-99-893365,Die Tätigkeit des Verfassungsschutzes Niedersachsen war im vergangenen Jahr vom Krieg gegen die Ukraine überschattet. Das sagte Innenministerin Daniela Behrens. Extremisten agierten zunehmend im Internet.,Direkt aus dem dpa-Newskanal,2023-06-01 15:20:07,SZ,Aktive Cyberabwehr
Verfassungsschutz verstärkt mit Cyberangriffen befasst,https://www.sueddeutsche.de/politik/innenministerium-verfassungsschutz-verstaerkt-mit-cyberangriffen-befasst-dpa.urn-newsml-dpa-com-20090101-230601-99-905283,"Hannover (dpa) - Der russische Angriffskrieg gegen die Ukraine rückt die Spionageabwehr zunehmend in den Fokus des niedersächsischen Verfassungsschutzes. Russische Akteure versuchten mit Desinformationskampagnen, Energieboykott, Cyberangriffen und ...",Direkt aus dem dpa-Newskanal,2023-06-01 12:30:08,SZ,Aktive Cyberabwehr
Verfassungsschutz stuft AfD als Verdachtsobjekt ein,https://www.sueddeutsche.de/politik/hannover-verfassungsschutz-stuft-afd-als-verdachtsobjekt-ein-dpa.urn-newsml-dpa-com-20090101-220616-99-688896,Die AfD ist vom niedersächsischen Verfassungsschutz als Verdachtsobjekt eingestuft worden. Das sagte Verfassungsschutzpräsident Bernhard Witthaut am Donnerstag...,Direkt aus dem dpa-Newskanal,2022-06-16 15:35:23,SZ,Aktive Cyberabwehr
Bundeswehrverband: 100 Milliarden müssen voll in Ausrüstung,https://www.sueddeutsche.de/politik/konflikte-bundeswehrverband-100-milliarden-muessen-voll-in-ausruestung-dpa.urn-newsml-dpa-com-20090101-220308-99-429078,"Der Bundeswehrverband pocht darauf, dass das geplante Sondervermögen von 100 Milliarden Euro für die Streitkräfte voll in die Ausrüstung investiert wird.",Direkt aus dem dpa-Newskanal,2022-03-08 12:42:14,SZ,Aktive Cyberabwehr
Mögliche Sicherheitslücken in Smartphones aus China,https://www.sueddeutsche.de/wirtschaft/telekommunikation-moegliche-sicherheitsluecken-in-smartphones-aus-china-dpa.urn-newsml-dpa-com-20090101-210924-99-341511,Nach der Warnung der litauischen Cyberabwehr vor Sicherheitslücken und eingebauten Zensurfunktionen in chinesischen Mobiltelefonen hat das Bundesamt für...,Direkt aus dem dpa-Newskanal,2021-09-24 11:05:19,SZ,Aktive Cyberabwehr
"Seehofer will Bundessicherheitsrat ""in Kürze"" über Pläne für aktive Cyberabwehr informieren",https://www.welt.de/newsticker/news2/article190667409/Innere-Sicherheit-Seehofer-will-Bundessicherheitsrat-in-Kuerze-ueber-Plaene-fuer-aktive-Cyberabwehr-informieren.html,Innenminister schließt Zuständigkeit der Bundeswehr aus,Unknown,2019-03-21 17:09:34,Welt,Aktive Cyberabwehr
Kurz vor Schluss noch schnell eine Strategie,https://www.sueddeutsche.de/wirtschaft/cybersicherheitsstrategie-2021-1.5404879,"Knapp drei Wochen vor der Wahl beschließt das Kabinett die Leitlinien der Cybersicherheitspolitik für die nächsten fünf Jahre. Darin finden sich auch einiges, das ausschließlich auf dem Wunschzettel der Union steht.",Von Max Muth,2021-09-08 14:03:03,SZ,Aktive Cyberabwehr
Wie Falschinformationen die Bundestagswahl beeinflussen könnten,https://www.sueddeutsche.de/politik/bundestagswahl-cyberattacken-desinformation-1.5301618,"""Die Schwachstelle ist fast immer der Mensch"": Vier Monate vor der Bundestagswahl wächst die Sorge vor Hackerangriffen.",Von Markus Balser und Daniel Brössler,2021-05-23 04:11:44,SZ,Aktive Cyberabwehr
Ministerpräsident will Cyberagentur in Halle halten,https://www.sueddeutsche.de/wissen/halle-saale-ministerpraesident-will-cyberagentur-in-halle-halten-dpa.urn-newsml-dpa-com-20090101-210329-99-13018,"Sachsen-Anhalts Ministerpräsident Reiner Haseloff (CDU) will die neu gegründete Cyberagentur des Bundes in Halle halten. ""Wir gehen davon aus, dass wir hier die...",Direkt aus dem dpa-Newskanal,2021-03-29 10:50:33,SZ,Aktive Cyberabwehr
"Zu Lande, zu Wasser, in der Luft. Und im All",https://www.sueddeutsche.de/politik/kampfzone-weltraum-zu-lande-zu-wasser-in-der-luft-und-im-all-1.5079067,"Die Nato-Staaten sind sich einig: Wenn sie sich vor Angriffen schützen sollen, müssen sie auch im Orbit aktiv sein. Nur wie?",Von Matthias Kolb,2020-10-18 16:48:58,SZ,Aktive Cyberabwehr
Aufbau der Cyberagentur des Bundes verzögert sich weiter,https://www.sueddeutsche.de/politik/schkeuditz-aufbau-der-cyberagentur-des-bundes-verzoegert-sich-weiter-dpa.urn-newsml-dpa-com-20090101-200116-99-494011,Der Aufbau einer angekündigten neuen Cyberagentur des Bundes im Raum Leipzig/Halle geht nur schleppend voran. Knapp ein Jahr nach der Verkündung der Pläne ist...,Direkt aus dem dpa-Newskanal,2020-01-16 05:58:58,SZ,Aktive Cyberabwehr
Mittel sind frei: Cyberagentur kann kommen,https://www.sueddeutsche.de/service/schkeuditz-mittel-sind-frei-cyberagentur-kann-kommen-dpa.urn-newsml-dpa-com-20090101-191115-99-747542,Nach monatelangem Ringen um eine neue Cyberagentur des Bundes am Flughafen Leipzig/Halle gibt es grünes Licht für das Vorhaben. Die Agentur könne zeitnah...,Direkt aus dem dpa-Newskanal,2019-11-15 16:10:11,SZ,Aktive Cyberabwehr
Cyberagentur des Bundes kommt an den Flughafen Leipzig/Halle,https://www.sueddeutsche.de/service/schkeuditz-cyberagentur-des-bundes-kommt-an-den-flughafen-leipzig-halle-dpa.urn-newsml-dpa-com-20090101-190703-99-911254,"Leipzig (dpa) - Das monatelange Rätselraten ist beendet: Der Bund siedelt seine neue Cyberagentur samt 100 Arbeitsplätzen am Flughafen Leipzig/Halle an. Darauf verständigten sich die Bundesministerien für Inneres sowie Verteidigung mit den Ländern Sachsen-Anhalt und Sachsen, wie die Beteiligten am Mittwoch mitteilten. Zunächst zieht die Cyberagentur aber nach Halle, bis das Gelände am Flughafen 2022 bezugsfertig ist. Die obersten Rechnungsprüfer bezweifeln indes, dass die Pläne ausgereift sind und genügend Geld dafür bereitsteht.",Direkt aus dem dpa-Newskanal,2019-07-03 17:35:47,SZ,Aktive Cyberabwehr
Wie der Staat das Netz scannt,https://www.sueddeutsche.de/wirtschaft/bsi-doxing-datendiebstahl-bundestag-1.4284017,"Pastebin-Plattformen machten Seehofer Schwierigkeiten mit der Aussprache, und das BSI sieht auf ihnen ab und zu nach dem Rechten. Doch das Frühwarnsystem der Behörde schlug nicht an, als ein Hacker Politikerdaten leakte.",Von Max Muth,2019-01-11 16:26:01,SZ,Aktive Cyberabwehr
Die Spur führt in die Doxing-Szene,https://www.sueddeutsche.de/wirtschaft/datenklau-hackerangriff-orbit-doxing-1.4277639,"""Doxer"" forschen das Umfeld ihrer Opfer aus und veröffentlichen dann, was sie gefunden haben: Daten, Fotos, Chats. Die Polizeibehörden suchen in der zwielichtigen Szene nach Hinweisen auf den Hacker, der Hunderte Politiker ausspähte.","Von Simon Hurtz, Ronen Steinke und Hakan Tanriverdi",2019-01-07 17:50:42,SZ,Aktive Cyberabwehr
Datendiebstahl-Skandal: Kritik am BSI-Präsidenten wächst,https://www.sueddeutsche.de/service/internet-datendiebstahl-skandal-kritik-am-bsi-praesidenten-waechst-dpa.urn-newsml-dpa-com-20090101-190106-99-447872,Berlin (dpa) - Der Präsident des Bundesamts für IT-Sicherheit (BSI) gerät wegen seines Vorgehens im Datendiebstahl-Skandal immer stärker in die Kritik.,Direkt aus dem dpa-Newskanal,2019-01-06 09:41:04,SZ,Aktive Cyberabwehr
Mehr Cybersicherheit: Faeser für Grundgesetzänderung,https://www.welt.de/newsticker/dpa_nt/infoline_nt/Politik__Inland_/article239871969/Mehr-Cybersicherheit-Faeser-fuer-Grundgesetzaenderung.html,Der Bundeskanzler kann mit Nato-Verbündeten nur im Verteidigungsministerium über eine sichere Leitung per Video sprechen. Nur ein Beispiel für die vielen unerledigten Aufgaben in puncto Cybersicherheit.,Unknown,2022-07-12 08:17:47,Welt,Aktive Cyberabwehr
Erwarten Sie das Schlimmste  Wenn Hacker in den Krieg ziehen,https://www.welt.de/politik/ausland/plus243806369/Spionage-Der-unsichtbare-Krieg-der-ukrainischen-Hacker.html,"Die Invasion in der Ukraine begann vor dem Einmarsch des Militärs. Mit einer Cyber-Attacke, bei der Hacker Informationen erbeuteten. Aber auch an dieser Front hat Russland die Ukraine unterschätzt. WELT erhielt einen Einblick in die verborgene Arbeit der ukrainischen Cyberallianz.",Unknown,2023-02-27 14:32:00,Welt,Aktive Cyberabwehr
Russische Agentinnen suchen auf Tinder nach Bundeswehrsoldaten,https://www.welt.de/politik/plus244810588/Russland-Putins-Spione-suchen-auf-Tinder-nach-Bundeswehrsoldaten.html,"Russlands Geheimdienst steht unter Druck und tritt in Deutschland aggressiv auf. Behörden warnen aktuell nicht nur vor Cyberangriffen, sondern auch vor Liebesfallen für Soldaten auf Dating-Plattformen.",Unknown,2023-04-17 06:32:00,Welt,Aktive Cyberabwehr
Blofeld wohnt jetzt bei Mutti,https://www.welt.de/kultur/article186823162/Datendiebstahl-Politiker-und-Journalisten-sind-narzisstisch-gekraenkt.html,"Der schlimmste Streich des halbwüchsigen Hackers vom Vogelsberg war die narzisstische Kränkung aller betroffenen Politiker und Journalisten. Sie finden, sie hätten einen mächtigeren Gegner verdient.",Unknown,2019-01-09 16:23:55,Welt,Aktive Cyberabwehr
Neue Cyberabwehr: Geplante Bundesagentur immer weiter verzögert,https://www.rnd.de/politik/geplante-bundesagentur-fur-cyber-sicherheit-immer-weiter-verzogert-57AW5TOMHRYIR5YNLKXJ6KVZSA.html,Der Aufbau einer angekündigten neuen Cyberagentur des Bundes im Raum Leipzig/Halle geht nur schleppend voran. Knapp ein Jahr nach der Verkündung der Pläne ist die Einrichtung noch nicht einmal offizie,,2020-01-15 00:00:00,RND,Aktive Cyberabwehr
Deutscher Militärgeheimdienst: Russland und China die aktivsten Akteure der Spionage,https://www.rnd.de/politik/deutscher-militaergeheimdienst-russland-und-china-die-aktivsten-akteure-der-spionage-T6KIKLI6LBLQ5JLFPC6CNRQGZM.html,Der Militärische Abschirmdienst (MAD) warnt vor verstärkter Ausspähung der Bundeswehr aus Russland und China. Die Nachrichtendienste beider Staaten seien als aktivste Akteure der Spionage festgestel,,2023-07-07 00:00:00,RND,Aktive Cyberabwehr
Union: Ampel zu langsam beim Schutz kritischer Infrastruktur,https://www.rnd.de/politik/union-ampel-zu-langsam-beim-schutz-kritischer-infrastruktur-D2U2ATZC5S2KKYH56WPHH4JPMM.html,Die Union im Bundestag fordert von der Bundesregierung stärkere Bemühungen zum Schutz der kritischen Infrastruktur in Deutschland. Die Ampel und Frau (Innenministerin Nancy) Faeser machen viele Ankün,,2022-10-13 00:00:00,RND,Aktive Cyberabwehr
Seehofer verzichtet auf Gesetz zu Cyber-Gegenangriffen,https://www.rnd.de/politik/seehofer-csu-kein-gesetz-zu-cyber-gegenangriffen-IX3IU227CY2TQZOBL5VLR73UIQ.html,"Die große Koalition wird in dieser Legislaturperiode wohl kein Gesetz verabschieden, das deutschen Behörden zur Abwehr eines Cyberangriffs erlaubt, in ausländische Server einzudringen und diese notfal",,2020-07-10 00:00:00,RND,Aktive Cyberabwehr
Die neue Ära der Europäischen Union: Verteidigung made by von der Leyen,https://www.rnd.de/politik/die-neue-aera-der-europaeischen-union-verteidigung-made-by-von-der-leyen-HQOEI757JZDP3KQKE326E4LZUA.html,"Die Fahrt mit dem Schnellzug Allegro von St. Petersburg ins finnische Lappeenranta dauert nur anderthalb Stunden. Zeitungen in Englisch, Russisch und Finnisch liegen in den Wagen aus, in der ersten Kl",Sven Christian Schulz,2024-08-06 00:00:00,RND,Aktive Cyberabwehr
Mögliche Sicherheitslücken: BSI untersucht Smartphones aus China,https://www.rnd.de/digital/moegliche-sicherheitsluecken-bsi-untersucht-smartphones-aus-china-H5K4HDOR6N2ZCFMJIVKDD77SFY.html,Nach der Warnung der litauischen Cyberabwehr vor Sicherheitslücken und eingebauten Zensurfunktionen in chinesischen Mobiltelefonen hat das Bundesamt für Sicherheit in der Informationstechnik (BSI) eig,,2021-09-24 00:00:00,RND,Aktive Cyberabwehr
Angriff aus dem Kinderzimmer,https://www.rnd.de/politik/angriff-aus-dem-kinderzimmer-SB3OQB2NQP2Q4VGDAXG5IBQQLE.html,"Man braucht nicht viel, um das größte Datenleck der deutschen Politik zu fabrizieren. Der Frankfurter Oberstaatsanwalt Georg Ungefuk sitzt am Dienstagmittag in Wiesbaden vor den Journalisten und versu",,2019-01-08 00:00:00,RND,Aktive Cyberabwehr
USA fürchten russische Cyberattacken,https://www.rnd.de/politik/usa-furchten-russische-cyberattacken-GPI55MAC7RR53UNZEVU72KBENE.html,"Diese Botschaft ist deutlich: Die Amerikaner fürchten russische Cyberattacken auf die US-Wahl und haben über den US-Fernsehsender NBC angekündigt , jederzeit auf die Angriffe reagieren zu können. Rus",,2016-11-07 00:00:00,RND,Aktive Cyberabwehr
Anomalieerkennung in der OT  eine Übersicht,https://www.heise.de/select/ix/2024/8/2328911450009249405,"Während Angriffe auf Industriebetriebe und Versorger zunehmen, entwickelt sich ein sehr dynamischer Markt für Abwehrsysteme, die dagegenhalten sollen. Erkennung von Anomalien ist eine ihrer Kernfunktionen.","Marco Stadler, Michael Riegler",2024-07-25 00:00:00,Heise,Aktive Cyberabwehr
"BSI-Chefin zu Cyberbedrohung: ""Mach halt mal die Tür zu""",https://www.heise.de/hintergrund/BSI-Chefin-Sicherheitsluecken-sofort-schliessen-9802982.html,Im Interview mit heise security plädiert BSI-Präsidentin Claudia Plattner für schnelle Reaktion auf Sicherheitslücken und Cyberabwehr durch bessere Prävention., Volker Briegleb,2024-07-16 15:03:00,Heise,Aktive Cyberabwehr
Anomalieerkennung in der Operational Technology  eine Übersicht der Systeme,https://www.heise.de/hintergrund/Anomalieerkennung-in-der-Operational-Technology-eine-Uebersicht-der-Systeme-9798325.html,"Angriffe auf Industriebetriebe nehmen zu, aber es entwickelt sich ein sehr dynamischer Markt für Abwehrsysteme. Eine Kernfunktion ist Erkennung von Anomalien.",,2024-07-15 10:00:00,Heise,Aktive Cyberabwehr
Locked Shields  NATO-Manöver für Cyberkrieger,https://www.heise.de/select/ix/2024/7/2408610201838749541,"Jährlich organisiert die NATO ein Cyberabwehrmanöver, die Locked-Shields-Übung. Sie simuliert dafür eine ganze Nation, die von internationalen Blue Teams verteidigt wird.",Frank Neugebauer,2024-06-27 00:00:00,Heise,Aktive Cyberabwehr
